customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,event_id,batch_date,score,predicted_label,priority_band,case_status,analyst_owner,sla_hours_remaining
4067-HLYQI,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,evt_000261,2026-01-15,0.6023951204843392,1,High,New,A. Khan,22
2129-ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,evt_000262,2026-01-15,0.19660883529562798,0,Low,New,A. Khan,26
2294-DMMUS,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,evt_000263,2026-01-15,0.30718649196334374,0,Moderate,New,Unassigned,41
5666-MBJPT,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,evt_000264,2026-01-15,0.01881112776416893,0,Low,Resolved,S. Fatima,20
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,evt_000265,2026-01-15,0.4061483467736849,0,Moderate,New,A. Khan,32
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,evt_000266,2026-01-15,0.452030054498059,0,Moderate,New,Unassigned,45
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,evt_000267,2026-01-15,0.6261376139451965,1,High,Queued,A. Khan,37
9927-DSWDF,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,evt_000268,2026-01-15,0.7018967209736404,1,High,Queued,S. Fatima,47
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,evt_000269,2026-01-15,0.471669193007841,0,Moderate,Queued,Unassigned,28
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,evt_000270,2026-01-15,0.5624180003924397,1,High,New,Unassigned,14
9115-YQHGA,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,evt_000271,2026-01-15,0.3333447890653025,0,Moderate,Investigating,Unassigned,47
9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,evt_000272,2026-01-15,0.1141229365069157,0,Low,New,S. Fatima,31
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,evt_000273,2026-01-15,0.020434909899766852,0,Low,Queued,Unassigned,13
1776-SPBWV,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,evt_000274,2026-01-15,0.07522017746094518,0,Low,Investigating,A. Khan,16
1360-XFJMR,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,evt_000275,2026-01-15,0.32651966018194034,0,Moderate,Investigating,Unassigned,14
4860-YZGZM,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,evt_000276,2026-01-15,0.3751634536861838,0,Moderate,New,Unassigned,40
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,evt_000277,2026-01-15,0.307180742343329,0,Moderate,Queued,Unassigned,6
6331-LWDTQ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,evt_000278,2026-01-15,0.73981358219512,1,High,New,M. Ali,36
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,evt_000279,2026-01-15,0.02954950705183839,0,Low,New,A. Khan,27
8752-STIVR,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,evt_000280,2026-01-15,0.8752672451885016,1,Critical,New,R. Ahmed,5
8696-JKZNU,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,evt_000281,2026-01-15,0.746469861064734,1,High,Investigating,S. Fatima,30
8590-YFFQO,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,evt_000282,2026-01-15,0.013247538472657626,0,Low,New,S. Fatima,36
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,evt_000283,2026-01-15,0.11416700852024687,0,Low,Investigating,Unassigned,35
2843-CQMEG,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1218.25,evt_000284,2026-01-15,0.4431272513391394,0,Moderate,New,R. Ahmed,26
4304-TSPVK,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,evt_000285,2026-01-15,0.10683933786011039,0,Low,Investigating,M. Ali,17
1852-XEMDW,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,evt_000286,2026-01-15,0.32905740423441476,0,Moderate,Investigating,S. Fatima,9
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,evt_000287,2026-01-15,0.0625630751994208,0,Low,New,A. Khan,2
6729-GDNGC,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,1614.2,evt_000288,2026-01-15,0.7054751340453893,1,High,New,M. Ali,18
5281-BUZGT,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,evt_000289,2026-01-15,0.7378144902893006,1,High,New,A. Khan,31
6681-ZSEXG,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,evt_000290,2026-01-15,0.052866141156432074,0,Low,Investigating,Unassigned,3
9962-BFPDU,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,evt_000291,2026-01-15,0.33206118740998974,0,Moderate,New,Unassigned,47
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,evt_000292,2026-01-15,0.4459709254725195,0,Moderate,Queued,S. Fatima,28
6773-LQTVT,Female,1,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,evt_000293,2026-01-15,0.46083749495456117,0,Moderate,Queued,S. Fatima,15
6297-NOOPG,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,evt_000294,2026-01-15,0.2524727681160922,0,Moderate,Investigating,R. Ahmed,46
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,evt_000295,2026-01-15,0.844524695912214,1,Critical,Queued,Unassigned,10
9279-CJEOJ,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,evt_000296,2026-01-15,0.8499388746233202,1,Critical,Queued,Unassigned,46
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,evt_000297,2026-01-15,0.08442498826659363,0,Low,Resolved,R. Ahmed,14
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,evt_000298,2026-01-15,0.38486190731555997,0,Moderate,New,Unassigned,19
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,evt_000299,2026-01-15,0.062357613396934235,0,Low,Investigating,S. Fatima,21
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,evt_000300,2026-01-15,0.2880802401499786,0,Moderate,New,S. Fatima,47
3750-CKVKH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,evt_000301,2026-01-15,0.8655921445130403,1,Critical,Queued,Unassigned,13
3413-CSSTH,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,evt_000302,2026-01-15,0.36104060088159307,0,Moderate,Resolved,S. Fatima,46
3244-DCJWY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,evt_000303,2026-01-15,0.8583549922656273,1,Critical,Queued,S. Fatima,17
4695-VADHF,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,evt_000304,2026-01-15,0.5515624067823732,1,High,Investigating,M. Ali,15
1077-HUUJM,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,evt_000305,2026-01-15,0.798784951546266,1,Critical,New,S. Fatima,31
3978-YNKDD,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.85,467.5,evt_000306,2026-01-15,0.0523717477748663,0,Low,New,R. Ahmed,33
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,,evt_000307,2026-01-15,0.14780563221228227,0,Low,New,R. Ahmed,17
8701-DGLVH,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,evt_000308,2026-01-15,0.018956019764072504,0,Low,Queued,S. Fatima,8
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,evt_000309,2026-01-15,0.1587884583930937,0,Low,Queued,M. Ali,20
3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,evt_000310,2026-01-15,0.017763139765037066,0,Low,New,Unassigned,26
8903-XEBGX,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,evt_000311,2026-01-15,0.746156214808238,1,High,New,M. Ali,3
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,evt_000312,2026-01-15,0.19506230645749625,0,Low,New,Unassigned,5
7369-TRPFD,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,evt_000313,2026-01-15,0.12861106151155088,0,Low,New,M. Ali,44
5727-MYATE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,evt_000314,2026-01-15,0.038171340905948044,0,Low,New,R. Ahmed,3
7504-UWHNB,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,evt_000315,2026-01-15,0.680060895807119,1,High,Investigating,S. Fatima,20
7892-POOKP,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,3046.05,evt_000316,2026-01-15,0.8102624035968444,1,Critical,Queued,Unassigned,37
8058-DMYRU,Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,evt_000317,2026-01-15,0.7097891805537218,1,High,New,A. Khan,17
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,evt_000318,2026-01-15,0.05505961917592207,0,Low,Investigating,Unassigned,24
2758-RNWXS,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.2,3251.3,evt_000319,2026-01-15,0.43041425021651836,0,Moderate,Investigating,S. Fatima,5
3982-JGSFD,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,evt_000320,2026-01-15,0.08561169181886931,0,Low,New,R. Ahmed,38
9692-TUSXH,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,evt_000321,2026-01-15,0.8018316404634473,1,Critical,New,S. Fatima,31
3466-RITXD,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,evt_000322,2026-01-15,0.6602580432800598,1,High,New,A. Khan,41
4631-OACRM,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,evt_000323,2026-01-15,0.8667429852887317,1,Critical,New,S. Fatima,41
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,evt_000324,2026-01-15,0.8620269870982966,1,Critical,Investigating,M. Ali,18
8727-XDPUD,Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,evt_000325,2026-01-15,0.14457571547089415,0,Low,Resolved,M. Ali,3
3420-YJLQT,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,evt_000326,2026-01-15,0.8163334303131472,1,Critical,New,R. Ahmed,17
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,evt_000327,2026-01-15,0.45739922877470335,0,Moderate,Investigating,S. Fatima,8
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,evt_000328,2026-01-15,0.41161594910171667,0,Moderate,New,A. Khan,26
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,evt_000329,2026-01-15,0.062300051837631466,0,Low,Queued,A. Khan,8
2452-KDRRH,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,evt_000330,2026-01-15,0.6400223230169141,1,High,Investigating,M. Ali,44
4547-LYTDD,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,evt_000331,2026-01-15,0.7812131420449487,1,Critical,New,M. Ali,29
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,evt_000332,2026-01-15,0.6363601634490291,1,High,New,R. Ahmed,13
7641-TQFHN,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,evt_000333,2026-01-15,0.2505925990446743,0,Moderate,Queued,A. Khan,44
2293-IJWPS,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,evt_000334,2026-01-15,0.49301240926613416,0,Moderate,Resolved,Unassigned,37
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,evt_000335,2026-01-15,0.8935219464561471,1,Critical,New,M. Ali,22
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,evt_000336,2026-01-15,0.3405520468080082,0,Moderate,New,A. Khan,8
5966-EMAZU,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,evt_000337,2026-01-15,0.3107419512791896,0,Moderate,New,Unassigned,17
5951-AOFIH,Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,evt_000338,2026-01-15,0.40375444492575263,0,Moderate,Queued,M. Ali,28
4530-NDRKU,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,evt_000339,2026-01-15,0.0804033615091904,0,Low,Queued,S. Fatima,37
8739-WWKDU,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,evt_000340,2026-01-15,0.8347440002007452,1,Critical,Investigating,Unassigned,14
2155-AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,evt_000341,2026-01-15,0.38503496014233635,0,Moderate,Investigating,Unassigned,36
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,evt_000342,2026-01-15,0.06347342130271308,0,Low,Resolved,Unassigned,15
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,evt_000343,2026-01-15,0.8046742176326923,1,Critical,Investigating,A. Khan,13
0868-VJRDR,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,evt_000344,2026-01-15,0.12506292724272913,0,Low,New,R. Ahmed,22
1709-EJDOX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,evt_000345,2026-01-15,0.01791429371287419,0,Low,Queued,Unassigned,9
5505-OVWQW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,evt_000346,2026-01-15,0.13259941572382264,0,Low,New,Unassigned,20
9445-SZLCH,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,evt_000347,2026-01-15,0.6108027246628647,1,High,New,A. Khan,18
6340-DACFT,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,evt_000348,2026-01-15,0.014688024460404073,0,Low,Resolved,S. Fatima,14
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,evt_000349,2026-01-15,0.3012477984814056,0,Moderate,Investigating,M. Ali,37
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,evt_000350,2026-01-15,0.7252386219110992,1,High,Resolved,A. Khan,17
6383-ZTSIW,Female,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,evt_000351,2026-01-15,0.39121062518748995,0,Moderate,New,R. Ahmed,33
2761-OCIAX,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,evt_000352,2026-01-15,0.8618580822282399,1,Critical,Queued,M. Ali,35
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,evt_000353,2026-01-15,0.009291494845067328,0,Low,Queued,M. Ali,32
2573-GYRUU,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,evt_000354,2026-01-15,0.680465759096378,1,High,New,A. Khan,14
4940-KHCWD,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,evt_000355,2026-01-15,0.022931958193471245,0,Low,New,S. Fatima,40
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,evt_000356,2026-01-15,0.8519479625586965,1,Critical,Queued,A. Khan,12
9534-NSXEM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,evt_000357,2026-01-15,0.12580454855939457,0,Low,New,S. Fatima,14
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,evt_000358,2026-01-15,0.680613503353168,1,High,Resolved,A. Khan,42
7235-NXZCP,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,evt_000359,2026-01-15,0.8669666748097341,1,Critical,New,Unassigned,17
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,evt_000360,2026-01-15,0.6783037078821516,1,High,New,A. Khan,34
4840-ORQXB,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,evt_000361,2026-01-15,0.6815102677179139,1,High,Investigating,S. Fatima,3
0883-EIBTI,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,evt_000362,2026-01-15,0.36940104464395696,0,Moderate,New,M. Ali,30
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,evt_000363,2026-01-15,0.1030958000447769,0,Low,Resolved,A. Khan,41
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,evt_000364,2026-01-15,0.5800001977862446,1,High,Investigating,M. Ali,34
9412-ARGBX,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,evt_000365,2026-01-15,0.14782902485174887,0,Low,New,A. Khan,28
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,evt_000366,2026-01-15,0.7443744543052887,1,High,Investigating,A. Khan,41
2990-IAJSV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,evt_000367,2026-01-15,0.033863840629606345,0,Low,Queued,S. Fatima,15
8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,evt_000368,2026-01-15,0.009977566371699303,0,Low,Investigating,R. Ahmed,19
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,evt_000369,2026-01-15,0.19363279158652666,0,Low,Investigating,A. Khan,5
7239-HZZCX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,evt_000370,2026-01-15,0.38805162658341075,0,Moderate,Investigating,S. Fatima,34
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,evt_000371,2026-01-15,0.8165118590911958,1,Critical,Queued,R. Ahmed,35
3831-YCPUO,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,evt_000372,2026-01-15,0.08477263809250886,0,Low,New,M. Ali,36
3893-JRNFS,Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,evt_000373,2026-01-15,0.243405020000602,0,Low,Investigating,S. Fatima,36
8580-QVLOC,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,evt_000374,2026-01-15,0.03011957157360926,0,Low,Resolved,A. Khan,7
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,evt_000375,2026-01-15,0.9044678552417388,1,Critical,Queued,M. Ali,32
0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,evt_000376,2026-01-15,0.052233929838473775,0,Low,Queued,S. Fatima,37
3580-GICBM,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,evt_000377,2026-01-15,0.01842142914392698,0,Low,Queued,Unassigned,11
